superior_rating,price,variety,Crisp,Dry,Sweet,Finish,Firm,Fresh,Fruit,Full,Rich,Round,Soft,sentiment,variety_c,sweetness,acidity,tannin,alcohol,body,tfidf_tsne_1,tfidf_tsne_2,Ready,price_bracket
0,11,Chardonnay,0,0,0,1,0,0,0,0,0,0,0,-0.031,Cy,0.5,0.5,0.5,0.5,0.571,-27.561237,-48.71363,0,PP
0,23,Chardonnay,0,0,0,0,0,0,1,0,0,0,0,0.255,Cy,0.556,0.444,0.556,0.444,0.556,-23.253937,61.74929,0,SP
0,26,Chardonnay,0,0,0,0,0,1,1,0,0,1,0,0.202,Cy,0.583,0.333,0.417,0.5,0.333,45.21262,23.851383,0,SP
1,60,Bordeaux-style Red Blend,0,0,1,0,0,0,1,0,0,0,0,0.31,BR,0.5,0.3,0.4,0.3,0.5,-54.247444,10.326856,0,L
0,14,Riesling,0,0,0,0,0,1,1,1,0,0,0,0.35,Rg,0.6,0.4,0.5,0.6,0.6,19.11719,-12.843475,1,PP
0,22,Sauvignon Blanc,1,0,0,1,0,0,1,0,0,0,1,-0.075,Sc,0.5,0.5,0.4,0.3,0.5,5.134708,-2.4174163,0,SP
0,15,Rhône-style Red Blend,0,0,0,0,0,0,0,1,0,0,0,0.321,RR,0.6,0.3,0.6,0.6,0.5,-23.59421,-40.088345,0,P
0,28,Rhône-style White Blend,0,0,0,0,0,1,1,0,1,0,0,0.367,RW,0.667,0.417,0.5,0.5,0.667,53.706947,0.92293483,0,SP
1,70,Chardonnay,0,0,0,0,0,1,0,0,0,0,0,0.195,Cy,0.5,0.5,0.5,0.429,0.5,18.752653,37.564426,0,L
0,17,Red Blend,0,0,0,0,0,1,0,0,0,0,0,0.298,Rd,0.3,0.5,0.5,0.3,0.3,23.13546,-26.248207,0,P
0,34,Bordeaux-style Red Blend,0,0,0,0,1,0,1,0,0,0,0,-0.2,BR,0.625,0.5,0.625,0.5,0.625,-30.483603,-4.70263,0,UP
1,34,Pinot Noir,0,0,0,0,0,0,1,1,0,0,0,0.487,Pr,0.643,0.357,0.429,0.571,0.5,-21.254328,5.9170237,0,UP
0,17,Gewürztraminer,0,1,0,1,0,0,0,0,1,0,0,0.135,Gr,0.5,0.429,0.5,0.5,0.429,21.675022,-56.73875,0,P
1,50,Alsace white blend,0,0,1,1,0,1,1,1,1,0,0,0.239,Ad,0.562,0.375,0.5,0.469,0.562,31.611662,-44.366753,0,L
0,14,Sparkling Blend,1,0,0,0,0,1,1,0,0,0,0,0.238,Sd,0.5,0.625,0.5,0.25,0.375,22.404228,-7.584912,0,PP
0,17,Sauvignon Blanc,0,0,0,0,0,0,1,0,1,0,0,0.275,Sc,0.667,0.417,0.667,0.5,0.75,5.266905,4.3685493,0,P
0,23,Chardonnay,1,0,0,0,0,1,1,0,0,0,0,0.35,Cy,0.5,0.7,0.6,0.4,0.5,24.946533,-14.105192,0,SP
0,14,Chardonnay,1,0,0,1,0,0,0,0,0,0,1,0.302,Cy,0.333,0.5,0.417,0.417,0.583,7.658194,-36.60827,0,PP
0,15,Rosé,1,0,0,0,0,0,1,0,0,0,0,0.442,Re,0.6,0.7,0.5,0.3,0.5,21.715673,-24.424936,0,P
0,15,Merlot,0,0,0,1,1,1,1,0,0,0,0,0.314,Mr,0.667,0.583,0.583,0.583,0.5,-19.232512,-8.6842375,0,P
0,13,Rosé,0,0,0,1,0,0,0,1,0,0,0,-0.051,Re,0.5,0.429,0.5,0.643,0.643,18.83196,-48.37283,0,PP
0,47,Champagne Blend,0,0,1,0,0,1,1,1,0,0,0,0.343,Cd,0.5,0.3,0.5,0.5,0.6,9.63114,-28.80279,0,UP
1,24,Rosé,0,0,0,0,0,0,1,0,1,0,0,0.315,Re,0.5,0.333,0.583,0.5,0.75,-8.87337,-8.647802,0,SP
0,30,Chenin Blanc,0,0,0,0,0,0,0,0,1,1,0,0.088,Cc,0.5,0.333,0.417,0.583,0.583,9.667795,29.819931,0,UP
0,14,Pinot Blanc,0,0,0,0,0,1,0,0,0,0,0,0.017,Pc,0.643,0.571,0.5,0.571,0.429,35.01142,-45.14165,0,PP
1,45,Bordeaux-style Red Blend,0,1,0,1,0,0,1,0,0,0,0,0.142,BR,0.5,0.5,0.5,0.4,0.4,-27.914488,11.260704,0,UP
1,20,Chenin Blanc,0,0,1,1,0,0,1,1,0,0,1,0.324,Cc,0.6,0.35,0.45,0.5,0.55,28.970146,-34.779205,0,SP
1,20,Bordeaux-style Red Blend,0,0,0,0,0,0,1,0,1,0,0,0.075,BR,0.667,0.417,0.583,0.5,0.667,-4.081623,28.31699,0,SP
0,20,Sauvignon Blanc,1,0,0,0,0,1,1,0,0,0,0,0.242,Sc,0.5,0.7,0.6,0.4,0.6,28.957762,-9.424429,1,SP
0,10,Rosé,0,0,0,0,0,0,0,0,0,0,1,0.183,Re,0.5,0.375,0.375,0.5,0.5,55.610703,18.879396,0,PP
0,9,Malbec,0,0,0,0,0,0,1,0,0,0,0,0.128,Mc,0.9,0.3,0.4,0.5,0.5,-21.170818,44.540623,0,V
0,45,Bordeaux-style Red Blend,0,0,1,0,1,0,1,0,0,0,0,0.284,BR,0.7,0.4,0.7,0.5,0.5,-17.196686,1.669079,0,UP
1,200,Champagne Blend,0,0,0,0,0,0,1,0,0,0,0,0.149,Cd,0.611,0.5,0.5,0.5,0.5,35.462173,34.067513,0,I
0,18,Gamay,1,0,0,1,0,1,1,0,0,0,0,0.042,Gy,0.125,0.875,0.5,0.0,0.5,21.829655,-14.861612,0,P
0,30,Bordeaux-style Red Blend,0,1,0,0,0,0,0,0,0,0,0,0.211,BR,0.375,0.5,0.5,0.375,0.625,-36.362892,54.449417,0,UP
0,17,White Blend,1,0,0,0,0,1,0,0,0,0,0,0.267,Wd,0.2,0.6,0.5,0.1,0.5,39.98715,22.062994,0,P
0,47,Pinot Noir,0,1,0,0,0,1,1,0,0,0,1,0.127,Pr,0.5,0.4,0.4,0.4,0.4,-49.01492,0.5256866,0,UP
0,17,Riesling,0,1,0,1,0,0,1,0,0,0,1,0.278,Rg,0.4,0.4,0.4,0.3,0.5,29.291542,4.57952,0,P
0,21,Pinot Gris,0,1,0,1,0,0,0,0,1,0,0,0.152,Ps,0.417,0.417,0.583,0.417,0.583,17.095537,-31.777569,0,SP
0,30,Riesling,0,0,0,0,0,0,1,1,0,0,0,0.175,Rg,0.6,0.4,0.5,0.5,0.7,-5.161826,-5.807059,0,UP
0,13,Rosé,0,0,0,1,0,0,0,1,0,0,1,0.533,Re,0.5,0.3,0.4,0.5,0.6,0.21868621,0.68171924,0,PP
0,150,Syrah,1,0,0,0,1,1,0,0,0,0,0,0.123,Sh,0.375,0.562,0.562,0.375,0.5,0.11988801,9.881442,0,SL
0,19,Bordeaux-style Red Blend,0,0,0,0,0,0,1,1,1,0,0,0.346,BR,0.7,0.2,0.5,0.7,0.8,-4.1975975,10.18754,0,P
1,95,Pinot Noir,0,0,0,0,1,1,0,0,1,0,0,0.012,Pr,0.5,0.4,0.6,0.5,0.6,-52.57309,-4.639261,0,L
1,18,Rosé,1,0,0,0,0,0,1,0,0,0,0,0.052,Re,0.375,0.75,0.5,0.25,0.5,25.35884,4.187718,0,P
0,10,Cabernet Sauvignon,0,0,0,0,0,1,0,0,0,0,0,0.308,Cn,0.333,0.667,0.5,0.333,0.167,-26.538536,-0.043402813,0,PP
0,9,Bordeaux-style White Blend,1,0,0,0,0,0,0,0,0,0,0,0.312,BW,0.333,0.667,0.5,0.333,0.5,28.591116,-12.552169,0,V
0,13,Rosé,0,0,0,0,0,1,0,0,0,0,1,0.05,Re,0.625,0.375,0.375,0.625,0.625,-17.51225,-20.102703,0,PP
0,24,Chenin Blanc,0,0,1,0,0,1,1,0,0,0,1,0.381,Cc,0.5,0.2,0.4,0.4,0.5,20.037731,0.5102724,1,SP
0,40,Chardonnay,1,0,1,0,0,0,1,0,0,0,0,0.11,Cy,0.571,0.571,0.5,0.429,0.5,25.89846,24.033278,0,UP
0,20,Syrah,0,0,0,0,0,0,1,0,0,0,1,0.325,Sh,0.625,0.438,0.438,0.438,0.438,-3.7629385,8.238225,0,SP
1,90,Pinot Noir,0,0,0,0,0,0,1,1,0,0,0,0.207,Pr,0.643,0.429,0.571,0.571,0.643,-31.905111,27.610735,0,L
1,110,Chardonnay,0,0,0,1,0,1,1,0,0,0,1,0.3,Cy,0.667,0.417,0.417,0.417,0.5,-0.8950418,19.396702,0,SL
1,99,Pinot Noir,0,0,0,0,0,0,1,0,0,0,0,0.308,Pr,0.625,0.5,0.562,0.375,0.562,-35.73211,1.775244,0,L
0,15,Bordeaux-style Red Blend,0,0,0,0,0,1,1,0,0,0,0,0.375,BR,0.5,0.4,0.4,0.4,0.5,-8.194967,-9.729025,0,P
0,28,Syrah,0,0,0,1,0,0,0,0,0,1,0,0.053,Sh,0.5,0.417,0.333,0.5,0.5,-9.462712,-46.57844,0,SP
1,95,Chardonnay,0,0,0,0,0,1,1,0,1,0,0,0.286,Cy,0.5,0.5,0.5,0.438,0.562,35.757877,22.216322,0,L
0,12,Rosé,0,0,0,1,1,1,0,0,0,0,0,0.204,Re,0.417,0.667,0.583,0.417,0.5,-8.936542,-38.374775,0,PP
0,12,Rosé,0,0,0,0,0,1,1,1,0,0,0,0.45,Re,0.6,0.5,0.5,0.7,0.4,11.605208,-13.682985,1,PP
1,112,Bordeaux-style Red Blend,0,1,0,0,1,0,1,0,1,1,0,0.106,BR,0.438,0.375,0.5,0.438,0.562,-46.436993,14.714582,0,SL
0,45,Riesling,0,0,0,1,0,0,0,0,0,0,0,0.367,Rg,0.5,0.5,0.5,0.5,0.5,5.4797106,-48.774868,0,UP
0,42,Pinot Noir,0,0,0,0,1,0,1,0,0,0,0,-0.033,Pr,0.6,0.5,0.7,0.4,0.6,-31.135677,15.889068,0,UP
0,70,Rhône-style Red Blend,0,0,0,1,0,0,1,1,0,1,1,0.117,RR,0.5,0.25,0.333,0.667,0.583,-7.771423,-23.5115,0,L
1,22,Tannat,0,0,0,0,0,0,1,1,0,0,0,-0.067,Tt,0.583,0.417,0.5,0.583,0.5,-29.178137,19.843685,0,SP
0,10,Merlot,0,0,0,0,0,0,1,0,0,0,1,0.157,Mr,0.5,0.375,0.375,0.375,0.5,-15.132716,57.498978,0,PP
0,12,Rosé,1,0,0,1,0,0,1,0,0,0,0,0.046,Re,0.5,0.6,0.5,0.4,0.5,3.0181875,-45.973877,0,PP
1,45,Bordeaux-style Red Blend,0,0,0,0,0,0,1,0,1,0,0,0.331,BR,0.667,0.417,0.5,0.5,0.5,-19.799858,44.59742,0,UP
0,32,Chenin Blanc,0,1,1,1,0,0,1,0,0,0,0,0.222,Cc,0.571,0.357,0.571,0.357,0.571,48.89548,-14.844606,0,UP
0,50,Bordeaux-style White Blend,0,0,0,0,0,0,1,0,1,0,0,0.199,BW,0.625,0.375,0.5,0.5,0.625,27.91812,19.196562,0,L
1,66,Chardonnay,0,0,0,0,0,0,1,0,0,0,0,-0.017,Cy,0.5,0.5,0.5,0.583,0.5,42.245216,-39.683346,0,L
0,25,Bordeaux-style Red Blend,0,0,0,0,0,0,1,0,0,0,0,0.227,BR,0.556,0.5,0.5,0.5,0.444,-14.936808,4.8515906,0,SP
1,36,Bordeaux-style Red Blend,0,1,0,0,0,0,1,0,0,0,0,0.407,BR,0.429,0.5,0.571,0.429,0.5,-35.130474,5.8140025,0,UP
1,250,Bordeaux-style Red Blend,0,0,1,0,0,0,1,1,0,0,1,0.439,BR,1.0,0.2,0.4,0.6,0.6,-5.0205703,17.422518,0,I
1,70,Rhône-style Red Blend,0,0,0,0,0,1,1,0,0,0,1,0.1,RR,0.583,0.417,0.417,0.417,0.417,-10.217346,-24.768726,0,L
0,16,Bordeaux-style Red Blend,0,0,1,0,0,0,1,0,0,0,0,0.381,BR,0.5,0.5,0.5,0.4,0.4,9.7120495,-23.548058,0,P
0,13,Bordeaux-style Red Blend,0,0,0,0,0,0,0,1,1,1,1,0.28,BR,0.625,-0.25,0.0,0.75,0.75,-0.82055223,-5.867863,0,PP
0,65,Pinot Noir,0,1,0,0,0,0,1,1,0,0,0,0.162,Pr,0.5,0.417,0.5,0.417,0.583,-14.454173,15.68723,1,L
0,15,Chardonnay,0,0,0,0,1,0,0,0,0,0,0,0.155,Cy,0.5,0.5,0.7,0.5,0.6,-1.0208411,26.172663,0,P
0,27,Pinot Noir,0,0,0,0,0,0,1,0,1,0,0,0.188,Pr,0.5,0.375,0.5,0.375,0.625,-28.405937,-14.730891,0,SP
0,10,Sauvignon Blanc,0,0,1,1,0,1,1,0,0,0,0,0.442,Sc,0.625,0.5,0.5,0.5,0.5,41.527866,5.9328647,0,PP
0,52,Pinot Noir,1,1,0,0,0,0,1,1,1,0,0,0.29,Pr,0.333,0.417,0.5,0.333,0.667,29.880287,5.22684,0,L
0,27,Bordeaux-style Red Blend,0,1,0,0,0,0,1,0,0,0,0,-0.137,BR,0.417,0.5,0.5,0.417,0.417,-31.150297,1.2003334,0,SP
0,28,Bordeaux-style Red Blend,0,0,0,0,0,0,0,0,0,0,0,0.267,BR,0.643,0.357,0.429,0.5,0.571,1.6920551,-8.338044,1,SP
1,55,Chardonnay,0,0,0,0,0,0,0,0,0,0,1,0.193,Cy,0.5,0.417,0.417,0.5,0.5,3.794135,43.827267,0,L
0,15,Rosé,1,0,0,0,0,0,1,0,1,1,1,0.216,Re,0.5,0.333,0.25,0.333,0.667,3.5380342,-8.573962,0,P
1,100,Bordeaux-style Red Blend,0,0,0,0,0,1,1,1,0,0,0,0.5,BR,0.875,0.375,0.625,0.625,0.875,-27.107904,51.632717,0,SL
0,70,Champagne Blend,0,1,0,0,0,0,1,1,1,0,0,0.352,Cd,0.583,0.25,0.5,0.5,0.75,30.856745,33.719177,0,L
1,140,Champagne Blend,1,0,0,0,0,0,1,0,0,0,0,0.222,Cd,0.375,0.562,0.562,0.375,0.562,14.897248,29.555067,0,SL
0,10,Bordeaux-style Red Blend,0,0,0,0,0,0,1,0,0,0,0,0.005,BR,0.5,0.5,0.5,0.4,0.4,-34.520294,-5.1681824,0,PP
0,12,Sauvignon Blanc,0,0,0,0,0,1,1,0,0,0,0,0.5,Sc,0.7,0.4,0.5,0.4,0.4,26.978092,-10.615701,0,PP
1,110,Bordeaux-style White Blend,0,0,0,0,0,1,1,1,0,0,0,0.516,BW,0.667,0.5,0.583,0.5,0.75,45.99144,17.686216,0,SL
1,25,Bordeaux-style White Blend,0,0,0,0,0,0,0,0,1,0,1,0.325,BW,0.562,0.312,0.438,0.5,0.625,40.213245,-3.8619452,0,SP
1,30,Chardonnay,0,0,0,0,0,1,0,0,1,1,0,0.32,Cy,0.375,0.25,0.375,0.5,0.625,10.799127,28.174723,0,UP
0,33,Pinot Noir,0,0,1,0,1,0,1,0,0,0,0,0.085,Pr,0.556,0.444,0.556,0.389,0.389,-6.604716,13.680155,0,UP
0,11,Sparkling Blend,1,1,0,1,0,1,1,0,0,0,1,0.302,Sd,0.4,0.5,0.4,0.3,0.4,16.434486,-26.447035,0,PP
1,19,Rosé,1,0,0,1,0,1,1,0,0,0,0,0.375,Re,0.5,0.625,0.5,0.25,0.375,20.976416,-24.640993,0,P
0,95,Chardonnay,0,0,0,0,0,0,1,0,1,0,0,0.165,Cy,0.5,0.375,0.5,0.375,0.625,-5.5524716,55.750603,0,L
1,72,Chardonnay,0,0,0,0,0,0,1,0,0,0,0,0.247,Cy,0.5,0.5,0.6,0.5,0.6,4.918869,37.756725,0,L
0,14,Malbec,0,1,0,1,0,0,0,0,0,0,0,0.017,Mc,0.125,0.5,0.5,0.125,0.375,-27.180302,-4.592811,0,PP
1,235,Chardonnay,0,0,1,0,0,0,1,0,0,0,0,0.086,Cy,0.688,0.438,0.5,0.438,0.5,22.998072,25.679111,0,I
0,22,Bordeaux-style White Blend,0,0,0,0,0,0,0,0,0,0,0,0.417,BW,0.5,0.5,0.5,0.667,0.5,-2.097349,-64.27694,0,SP
0,17,Bordeaux-style White Blend,0,0,0,0,0,0,1,1,0,0,0,0.157,BW,0.667,0.5,0.5,0.583,0.583,18.411604,9.450689,0,P
0,17,Cabernet Franc,0,0,1,0,0,0,1,0,1,0,0,0.234,CF,0.6,0.3,0.5,0.4,0.7,63.315968,-7.8973193,0,P
0,19,Pinot Noir,0,1,1,1,0,1,1,0,0,0,1,0.305,Pr,0.571,0.429,0.429,0.5,0.429,-7.0722637,-21.030407,0,P
0,50,Pinot Gris,0,0,1,0,0,0,0,1,1,0,0,0.285,Ps,0.667,0.25,0.583,0.667,0.75,18.562218,2.026169,0,L
1,38,Bordeaux-style Red Blend,0,0,0,0,0,0,1,1,0,0,0,0.19,BR,0.5,0.429,0.5,0.5,0.5,-23.050055,51.81265,0,UP
0,30,Chardonnay,0,0,0,0,0,1,0,0,0,1,0,0.3,Cy,0.5,0.375,0.375,0.5,0.5,41.778854,-12.005042,0,UP
1,38,Sauvignon Blanc,0,0,0,0,0,0,1,0,1,0,0,0.345,Sc,0.7,0.3,0.5,0.5,0.7,-21.53387,-8.272819,0,UP
0,15,Pinot Blanc,0,0,0,1,0,1,0,0,0,0,0,0.011,Pc,0.5,0.5,0.5,0.6,0.5,23.805656,-39.26736,0,P
1,55,Pinot Noir,0,0,1,0,0,0,1,0,1,0,1,0.417,Pr,0.7,0.1,0.4,0.5,0.7,-16.688694,53.73517,0,L
0,20,Bordeaux-style Red Blend,0,1,0,0,1,0,0,0,0,0,0,0.108,BR,0.5,0.5,0.667,0.5,0.5,-17.3016,5.899134,0,SP
0,22,Chenin Blanc,0,0,1,0,0,0,1,1,1,0,0,0.225,Cc,0.667,0.25,0.583,0.583,0.75,-45.71323,40.719013,0,SP
1,54,Gewürztraminer,0,1,1,0,0,1,1,0,0,0,0,0.111,Gr,0.667,0.556,0.5,0.389,0.5,26.679403,-47.24552,0,L
0,10,Bordeaux-style Red Blend,0,0,0,0,0,0,1,0,0,0,1,0.244,BR,0.5,0.3,0.3,0.5,0.4,-4.3526497,-11.823956,1,PP
1,125,Pinot Noir,0,0,0,0,0,1,1,1,0,0,0,0.392,Pr,0.5,0.3,0.5,0.7,0.8,-29.66487,-5.403729,0,SL
0,18,Bordeaux-style Red Blend,0,1,0,0,1,0,1,0,0,0,0,-0.092,BR,0.5,0.5,0.6,0.4,0.5,-22.880014,-6.4403205,1,P
1,20,Rosé,0,1,0,0,0,1,1,0,0,0,0,0.378,Re,0.5,0.583,0.5,0.333,0.417,25.927433,7.72853,0,SP
0,35,Chardonnay,0,0,0,0,0,0,1,0,0,0,0,0.208,Cy,0.5,0.5,0.5,0.375,0.5,19.562153,22.827929,0,UP
0,15,Rosé,0,0,0,0,0,0,1,0,0,1,1,0.223,Re,0.5,0.333,0.333,0.417,0.5,32.973164,-9.823332,1,P
0,15,Chardonnay,1,0,0,0,1,1,1,0,0,0,0,0.108,Cy,0.2,0.6,0.7,0.1,0.6,22.525082,0.8857767,0,P
0,13,Bordeaux-style White Blend,1,0,0,0,0,0,1,0,0,0,0,0.262,BW,0.6,0.6,0.6,0.4,0.6,34.949585,-7.049186,0,PP
0,15,Riesling,0,0,0,0,0,0,0,0,0,0,0,0.047,Rg,0.667,0.5,0.5,0.5,0.417,7.4070053,-58.30254,0,P
0,16,Rhône-style Red Blend,0,0,0,1,0,0,0,0,0,0,0,0.007,RR,0.571,0.5,0.5,0.429,0.357,-11.557591,-53.794632,0,P
0,25,Rosé,0,0,0,0,0,0,1,1,1,0,0,0.308,Re,0.8,0.4,0.5,0.6,0.7,4.653242,21.532495,0,SP
0,15,Bordeaux-style White Blend,1,0,0,0,0,0,1,0,0,0,0,-0.043,BW,0.5,0.6,0.5,0.3,0.5,36.68264,6.341463,0,P
1,140,Pinot Noir,0,0,0,0,0,0,1,0,1,0,0,0.31,Pr,0.5,0.429,0.571,0.429,0.643,-15.045328,26.814833,0,SL
1,85,Champagne Blend,0,0,0,0,0,0,1,1,1,0,0,0.338,Cd,0.75,0.333,0.5,0.583,0.833,3.9321728,25.621065,0,L
0,45,Chardonnay,1,0,0,0,0,1,1,0,0,0,0,0.275,Cy,0.583,0.667,0.583,0.417,0.583,39.692875,25.887901,0,UP
1,67,Champagne Blend,1,0,0,0,0,1,1,0,0,0,0,0.187,Cd,0.429,0.571,0.5,0.429,0.5,40.69034,24.775799,0,L
0,16,Chardonnay,0,0,0,0,0,1,0,0,0,1,1,0.32,Cy,0.417,0.25,0.417,0.417,0.417,9.2607765,-11.53925,1,P
0,40,Champagne Blend,0,1,0,0,0,0,0,1,0,0,0,0.228,Cd,0.5,0.429,0.643,0.5,0.643,36.920177,28.696587,0,UP
0,13,Bordeaux-style Red Blend,0,0,0,0,0,1,0,0,0,0,1,0.143,BR,0.5,0.5,0.4,0.5,0.3,-24.879248,0.58961,1,PP
0,16,Malbec,0,1,0,0,0,0,1,1,0,0,0,0.096,Mc,0.5,0.4,0.7,0.5,0.8,24.51842,5.2607265,0,P
0,22,Bordeaux-style Red Blend,0,1,1,0,0,0,1,0,1,0,1,-0.074,BR,0.583,0.25,0.417,0.417,0.5,-50.06077,0.6282487,0,SP
0,17,Rosé,1,0,1,0,0,0,1,1,1,0,1,0.088,Re,0.667,0.0,0.333,0.5,0.833,-1.3559489,-11.40803,0,P
0,11,Cabernet Franc,0,1,0,0,0,1,1,0,0,0,1,0.225,CF,0.5,0.417,0.417,0.417,0.5,-20.62071,-13.735206,0,PP
0,15,Bordeaux-style Red Blend,0,0,1,0,0,0,0,0,1,0,0,-0.025,BR,0.625,0.25,0.5,0.5,0.625,-13.206913,32.419266,0,P
1,150,Chardonnay,0,0,0,0,0,0,0,0,1,0,0,0.425,Cy,0.429,0.429,0.571,0.5,0.643,36.662704,23.006338,0,SL
0,14,Bordeaux-style Red Blend,0,1,0,0,1,0,0,0,0,0,0,0.067,BR,0.25,0.5,0.625,0.25,0.375,-30.31799,0.34062907,0,PP
1,94,Pinot Noir,0,0,0,0,0,0,0,0,1,0,0,0.208,Pr,0.5,0.429,0.571,0.5,0.643,-13.64665,16.91183,0,L
1,49,Rosé,0,0,0,0,0,0,1,1,1,0,0,0.181,Re,0.571,0.357,0.571,0.714,0.714,-1.8643118,13.977636,0,UP
0,23,Chardonnay,0,0,0,0,0,0,1,1,0,1,0,0.125,Cy,0.6,0.3,0.4,0.6,0.6,1.5685964,31.498396,0,SP
0,25,Sparkling Blend,1,0,0,0,0,0,1,0,0,0,0,0.59,Sd,0.4,0.7,0.5,0.3,0.4,24.471048,-9.331299,0,SP
0,30,Pinot Noir,0,1,0,0,0,1,0,0,0,0,0,0.103,Pr,0.357,0.571,0.571,0.357,0.571,-46.913376,19.10072,0,UP
0,17,Malbec,0,0,0,0,0,0,1,0,0,1,0,0.078,Mc,0.5,0.429,0.429,0.429,0.429,-25.436441,-17.547205,0,P
0,17,Rhône-style Red Blend,0,0,0,0,0,0,1,1,0,0,0,0.092,RR,0.667,0.417,0.5,0.75,0.583,-16.783998,-55.224052,0,P
0,16,Chenin Blanc,0,0,0,0,0,0,1,0,0,0,0,0.05,Cc,0.625,0.5,0.5,0.5,0.5,-7.44455,60.933617,0,P
0,44,Pinot Noir,0,0,0,0,1,0,1,0,0,0,0,-0.084,Pr,0.4,0.6,0.7,0.3,0.5,-35.458767,-14.469067,0,UP
0,15,Rosé,0,0,0,0,0,0,1,1,0,0,1,0.193,Re,0.4,0.3,0.4,0.5,0.5,1.4896591,-1.2660257,0,P
0,20,Chardonnay,1,0,0,0,0,1,1,0,0,0,0,0.27,Cy,0.75,0.625,0.5,0.375,0.5,24.905926,-4.6289587,0,SP
1,25,Malbec,0,1,0,0,0,0,0,0,0,0,0,0.131,Mc,0.429,0.5,0.5,0.357,0.5,-34.23326,30.910765,0,SP
0,15,Rosé,0,0,1,0,0,0,1,0,0,0,1,0.266,Re,0.875,0.25,0.375,0.5,0.5,1.1561437,-12.219439,0,P
0,69,Bordeaux-style Red Blend,0,0,0,0,0,0,1,0,0,0,0,-0.039,BR,0.583,0.5,0.583,0.5,0.583,-17.039433,15.896699,0,L
1,222,Champagne Blend,0,0,0,0,0,0,1,1,1,0,0,0.456,Cd,0.667,0.333,0.5,0.583,0.667,19.685297,31.600807,0,I
0,11,Rosé,0,0,0,1,0,1,0,1,0,0,1,0.433,Re,0.55,0.4,0.45,0.55,0.55,-13.842224,-43.096924,0,PP
0,11,Rosé,0,0,0,0,0,0,0,0,0,0,1,0.1,Re,0.5,0.333,0.333,0.5,0.5,34.902885,39.432735,0,PP
0,16,Riesling,0,0,0,1,0,0,0,0,0,0,0,-0.033,Rg,0.583,0.333,0.583,0.5,0.583,-33.25063,-19.474983,0,P
1,28,Riesling,0,1,0,0,0,1,0,0,0,0,0,0.169,Rg,0.45,0.55,0.5,0.45,0.45,53.254494,-18.932915,0,SP
0,14,Chardonnay,0,0,0,1,0,1,1,0,0,0,0,0.034,Cy,0.583,0.417,0.5,0.583,0.5,16.49858,-3.9634953,0,PP
1,316,Syrah,0,0,0,0,0,0,0,0,0,0,0,0.0,Sh,0.5,0.5,0.571,0.5,0.571,-33.944138,-51.732914,0,I
1,25,Malbec,0,0,0,0,1,0,0,0,1,1,0,0.133,Mc,0.583,0.25,0.417,0.5,0.5,-32.50988,-11.756923,0,SP
0,12,Pinot Noir,0,0,0,0,0,0,1,0,0,1,0,0.35,Pr,0.571,0.5,0.429,0.571,0.5,-15.983617,-38.37298,0,PP
0,150,Malbec,0,0,0,0,0,0,1,0,1,0,0,0.087,Mc,0.5,0.417,0.5,0.583,0.5,-38.64777,24.875477,0,SL
1,75,Chardonnay,0,0,0,0,0,0,0,0,0,0,0,0.389,Cy,0.75,0.5,0.5,0.5,0.5,-11.088842,37.760025,0,L
0,17,Chardonnay,0,0,0,0,0,0,1,0,0,0,0,0.204,Cy,0.625,0.5,0.5,0.5,0.5,7.2783184,9.320561,0,P
0,22,Bordeaux-style Red Blend,0,1,0,0,1,0,1,0,1,0,0,0.135,BR,0.4,0.4,0.6,0.4,0.6,-1.1071143,57.455482,0,SP
0,8,White Blend,1,1,0,0,0,0,1,0,0,0,0,0.15,Wd,0.455,0.545,0.5,0.409,0.545,-1.8751515,-65.011475,0,V
0,15,Pinot Noir,0,0,0,0,0,1,0,0,0,0,0,0.45,Pr,0.25,0.75,0.5,0.25,0.5,37.435978,-16.361761,0,P
1,65,Champagne Blend,1,1,0,0,0,1,1,0,0,0,0,0.301,Cd,0.429,0.571,0.5,0.286,0.5,26.74828,-2.1256602,0,L
0,36,Chardonnay,0,0,0,1,0,0,1,0,0,0,1,0.178,Cy,0.417,0.417,0.5,0.333,0.583,20.780922,23.680979,0,UP
0,12,Rosé,0,0,0,1,0,1,0,0,0,0,0,0.278,Re,0.5,0.667,0.583,0.583,0.417,9.295326,-51.031258,0,PP
1,80,Riesling,0,1,0,0,0,1,0,0,0,0,0,0.072,Rg,0.467,0.567,0.5,0.5,0.5,22.048882,-47.765713,0,L
1,27,Bordeaux-style Red Blend,0,0,0,0,1,0,1,0,0,0,0,-0.1,BR,0.583,0.5,0.75,0.417,0.583,-20.301466,-4.272903,0,SP
1,17,Malbec,0,1,0,0,0,1,1,0,0,0,0,-0.06,Mc,0.429,0.5,0.643,0.357,0.5,-36.142933,21.887724,0,P
0,11,Rosé,0,0,0,0,0,0,1,0,0,0,0,-0.083,Re,0.417,0.667,0.5,0.333,0.5,-4.3122077,-23.876165,0,PP
1,20,Chenin Blanc,0,0,0,0,0,1,1,0,0,0,0,0.15,Cc,0.417,0.5,0.5,0.417,0.5,24.481558,34.472767,0,SP
0,12,Bordeaux-style Red Blend,0,0,0,0,0,0,0,0,1,0,0,-0.056,BR,0.5,0.417,0.5,0.417,0.583,-25.720638,14.991658,0,PP
